timestamp,event_type,track_id,category,class_name,confidence,plate_text,ocr_confidence,status,details
2026-09-08 11:41:10,VEHICLE_ANPR,1,vehicle,car,0.849,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,"Plate Conf: 86.1%, Status: FLAGGED_FOR_MANUAL_REVIEW"
2026-09-08 11:41:10,VEHICLE_ANPR,2,vehicle,car,0.836,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,"Plate Conf: 79.9%, Status: FLAGGED_FOR_MANUAL_REVIEW"
2026-09-08 11:41:24,VEHICLE_ANPR,1,vehicle,car,0.884,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,"Plate Conf: 86.1%, Status: FLAGGED_FOR_MANUAL_REVIEW"
2026-09-08 11:41:24,VEHICLE_ANPR,2,vehicle,car,0.779,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,"Plate Conf: 79.9%, Status: FLAGGED_FOR_MANUAL_REVIEW"
2026-09-08 11:41:24,VEHICLE_ANPR,1,vehicle,car,0.901,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,"Plate Conf: 86.1%, Status: FLAGGED_FOR_MANUAL_REVIEW"
2026-09-08 11:41:24,VEHICLE_ANPR,2,vehicle,car,0.746,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,"Plate Conf: 79.9%, Status: FLAGGED_FOR_MANUAL_REVIEW"
2026-09-08 11:41:24,VEHICLE_ANPR,1,vehicle,car,0.875,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,"Plate Conf: 86.1%, Status: FLAGGED_FOR_MANUAL_REVIEW"
2026-09-08 11:41:24,VEHICLE_ANPR,2,vehicle,car,0.562,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,"Plate Conf: 79.9%, Status: FLAGGED_FOR_MANUAL_REVIEW"
2026-09-08 11:41:24,VEHICLE_ANPR,1,vehicle,car,0.89,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,"Plate Conf: 86.1%, Status: FLAGGED_FOR_MANUAL_REVIEW"
2026-09-08 11:41:24,VEHICLE_ANPR,2,vehicle,car,0.588,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,"Plate Conf: 79.9%, Status: FLAGGED_FOR_MANUAL_REVIEW"
2026-09-08 11:41:24,VEHICLE_ANPR,1,vehicle,car,0.919,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,"Plate Conf: 86.1%, Status: FLAGGED_FOR_MANUAL_REVIEW"
2026-09-08 11:41:24,VEHICLE_ANPR,2,vehicle,car,0.517,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,"Plate Conf: 79.9%, Status: FLAGGED_FOR_MANUAL_REVIEW"
2026-09-08 11:41:24,VEHICLE_ANPR,1,vehicle,car,0.924,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,"Plate Conf: 86.1%, Status: FLAGGED_FOR_MANUAL_REVIEW"
2026-09-08 11:41:24,VEHICLE_ANPR,2,vehicle,car,0.476,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,"Plate Conf: 79.9%, Status: FLAGGED_FOR_MANUAL_REVIEW"
2026-09-08 11:41:32,VEHICLE_ANPR,1,vehicle,car,0.935,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,"Plate Conf: 86.1%, Status: FLAGGED_FOR_MANUAL_REVIEW"
2026-09-08 11:41:32,VEHICLE_ANPR,2,vehicle,car,0.359,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,"Plate Conf: 79.9%, Status: FLAGGED_FOR_MANUAL_REVIEW"
2026-09-08 11:41:32,VEHICLE_ANPR,1,vehicle,car,0.938,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,"Plate Conf: 86.1%, Status: FLAGGED_FOR_MANUAL_REVIEW"
2026-09-08 11:41:32,VEHICLE_ANPR,2,vehicle,car,0.359,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,"Plate Conf: 79.9%, Status: FLAGGED_FOR_MANUAL_REVIEW"
2026-09-08 11:41:33,VEHICLE_ANPR,1,vehicle,car,0.935,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,"Plate Conf: 86.1%, Status: FLAGGED_FOR_MANUAL_REVIEW"
2026-09-08 11:41:33,VEHICLE_ANPR,2,vehicle,car,0.359,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,"Plate Conf: 79.9%, Status: FLAGGED_FOR_MANUAL_REVIEW"
2026-09-08 11:41:33,VEHICLE_ANPR,1,vehicle,car,0.937,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,"Plate Conf: 86.1%, Status: FLAGGED_FOR_MANUAL_REVIEW"
2026-09-08 11:41:33,VEHICLE_ANPR,2,vehicle,car,0.359,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,"Plate Conf: 79.9%, Status: FLAGGED_FOR_MANUAL_REVIEW"
2026-09-08 11:41:33,VEHICLE_ANPR,1,vehicle,car,0.941,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,"Plate Conf: 86.1%, Status: FLAGGED_FOR_MANUAL_REVIEW"
2026-09-08 11:41:33,VEHICLE_ANPR,2,vehicle,car,0.359,PLATE_UNREADABLE,0.0,FLAGGED_FOR_MANUAL_REVIEW,"Plate Conf: 79.9%, Status: FLAGGED_FOR_MANUAL_REVIEW"
